0.19	2.19
3.38	4.85
6.18	6.77
9.03	11.40
11.71	13.05
13.63	14.90
15.15	16.41
17.09	20.95
21.56	24.40
25.23	29.07
29.60	31.20
31.94	33.86
34.25	35.09
37.64	38.35
40.45	41.79
41.92	45.21
45.34	46.34
46.98	48.34
48.93	51.13
51.17	53.65
54.01	54.75
55.16	55.78
56.19	57.04
57.32	58.21
58.28	59.99
60.04	65.01
65.19	65.74
65.92	67.28
67.61	68.34
71.76	72.37
73.63	76.01
76.17	77.12
77.51	80.59
81.27	82.06
82.67	83.62
83.91	85.47
86.05	88.26
88.68	90.92
91.67	94.75
95.19	97.02
100.38	101.07
103.11	104.55
104.71	105.87
106.57	108.67
109.48	113.00
113.89	117.95
118.60	119.92
119.93	120.36
120.68	121.25
121.46	122.45
122.97	124.26
124.35	126.55
127.01	130.04
130.53	131.38
131.92	133.43
136.83	137.50
139.67	140.86
141.64	142.84
143.00	146.52
146.97	148.69
149.08	150.00
150.91	152.25
152.68	154.11
154.40	155.49
156.13	159.64
159.91	160.95
161.49	162.74
163.78	164.26
164.91	165.96
166.62	169.44
