1.41	2.41
3.49	4.49
6.03	7.99
8.29	9.54
9.95	11.91
13.58	16.46
16.75	17.96
19.51	20.88
21.34	23.05
23.72	25.93
33.44	36.65
37.40	40.03
40.19	41.95
42.78	44.41
45.41	46.41
53.33	55.42
57.71	59.80
59.96	62.80
62.97	64.43
64.59	65.72
65.89	68.81
68.97	71.27
72.68	74.02
74.10	75.35
85.03	86.03
86.66	88.20
88.37	90.12
90.37	92.29
97.00	100.13
100.80	102.46
103.05	105.76
105.93	107.01
107.34	110.89
111.06	113.68
113.85	116.98
117.15	118.65
119.06	120.23
123.90	125.49
125.86	127.24
127.32	128.32
128.45	129.45
133.83	134.87
136.04	137.71
138.88	140.04
142.09	145.67
158.19	159.56
161.94	165.24
165.40	166.40
167.78	169.70
170.03	171.87
172.53	174.41
174.74	177.21
177.54	179.42
179.75	181.17
181.34	183.67
184.21	185.30
185.46	186.63
186.80	189.43
189.59	190.72
191.01	192.09
192.55	195.68
201.02	203.32
208.70	211.32
211.70	213.24
213.41	214.41
215.66	217.41
218.79	219.79
220.04	221.25
222.00	223.63
223.79	224.80
224.88	225.88
226.05	228.01
229.05	230.76
234.14	237.93
239.31	242.19
244.11	245.61
245.77	248.40
248.57	252.53
