0.08	1.22
1.60	2.31
2.73	5.55
6.02	7.77
8.15	10.68
11.26	12.20
12.68	13.75
14.24	17.13
18.35	20.42
20.93	23.11
23.28	24.44
25.22	28.53
28.88	31.42
31.93	36.77
37.04	39.91
40.88	43.51
43.97	45.73
45.88	47.77
48.02	49.57
50.86	53.88
55.22	57.84
58.06	58.73
59.68	61.42
62.13	67.71
68.26	72.08
72.82	77.44
77.60	78.28
78.55	79.60
80.77	82.68
83.64	85.93
86.33	89.15
89.42	92.00
92.53	94.60
94.75	95.82
95.95	97.75
98.02	99.40
100.35	101.71
101.82	104.02
104.37	105.60
105.77	107.08
107.28	108.88
109.95	111.57
111.77	114.64
115.80	117.44
118.13	121.26
121.91	123.75
124.40	128.55
129.15	132.73
133.20	136.35
136.60	140.20
141.06	143.44
143.84	146.75
147.40	150.00
150.13	155.20
155.35	156.46
156.73	160.17
160.68	163.20
165.26	167.28
167.58	168.52
168.91	169.71
170.42	173.37
174.28	177.02
177.66	179.71
180.06	184.75
185.44	186.35
186.66	191.60
191.91	194.08
194.77	197.71
198.22	200.35
200.38	202.55
202.84	204.75
206.06	208.46
208.82	210.20
210.84	211.95
212.22	213.08
213.28	214.93
215.97	218.51
218.53	221.64
222.17	223.88
224.60	226.44
226.77	229.95
230.11	231.57
231.86	234.37
237.33	239.71
241.53	243.93
244.64	246.06
247.04	248.86
249.33	253.20
253.97	257.08
257.91	258.62
258.88	259.48
260.00	261.97
262.26	264.11
264.66	267.93
268.44	270.71
271.82	274.33
274.86	276.35
276.71	278.28
278.73	280.00
280.31	281.80
282.73	284.06
284.55	287.28
287.64	290.11
291.64	294.55
294.73	296.73
297.02	297.66
298.53	300.82
300.88	302.46
